index,id,date,year,month,.day,yid,inv,p1,p1u,p2,p2u,p3,p3u,p4,p4u,p5,p5u,p6,p6u,p7,p7u,ball1,ball2,ball3,ball4,ball5,ball6,ball7,sbcode,sbnameE,sbnameC
2018118,18/118,16/10/2018,2018,10,16,118,40280013,0,0.0,0,0.0,77590,69.0,9600,129.5,640,3264.0,320,3996.9,40,60782.7,7,11,19,32,45,46,37,,,
2018117,18/117,14/10/2018,2018,10,14,117,36569904,0,0.0,378230,4.0,47740,84.5,9600,196.5,640,3992.7,320,5505.4,40,61514.7,8,14,21,24,34,43,1,,,
2018116,18/116,11/10/2018,2018,10,11,116,56622185,10274390,3.0,363180,4.5,19200,380.7,9600,276.5,640,10775.4,320,5615.0,40,100304.9,7,9,19,29,39,42,41,,,
2018115,18/115,09/10/2018,2018,10,09,115,53975783,0,0.0,935340,2.5,27590,226.0,9600,208.0,640,6611.7,320,6016.0,40,96568.1,7,9,18,27,44,45,15,,,
2018114,18/114,06/10/2018,2018,10,06,114,44024832,0,0.0,2309630,1.0,129660,47.5,9600,149.0,640,2659.7,320,4738.2,40,55104.2,2,10,35,39,44,49,8,,,
2018113,18/113,04/10/2018,2018,10,04,113,38905297,0,0.0,0,0.0,52130,102.0,9600,115.0,640,3299.0,320,3606.1,40,50780.5,13,19,34,35,45,46,27,,,
2018112,18/112,02/10/2018,2018,10,02,112,36647793,8000000,0.5,542950,2.5,19200,195.9,9600,183.4,640,5436.8,320,4691.6,40,73711.0,13,18,23,28,33,49,19,,,
2018111,18/111,29/09/2018,2018,09,29,111,52478385,29648760,1.0,2425630,1.0,43120,150.0,9600,201.0,640,5329.8,320,5806.0,40,84238.2,9,31,34,35,37,38,16,,,
2018110,18/110,27/09/2018,2018,09,27,110,48426612,0,0.0,2438550,1.0,121540,53.5,9600,178.0,640,3525.5,320,5047.5,40,67629.1,14,17,30,46,48,49,36,,,
2018109,18/109,25/09/2018,2018,09,25,109,39632034,0,0.0,0,0.0,106910,44.0,9600,238.5,640,3085.2,320,5979.4,40,57508.4,5,14,20,22,24,48,4,,,
2018108,18/108,23/09/2018,2018,09,23,108,37209774,0,0.0,1198130,1.5,91280,52.5,9600,150.5,640,3021.2,320,4259.3,40,54639.5,2,13,21,23,32,40,30,,,
2018107,18/107,20/09/2018,2018,09,20,107,152730121,41457630,2.0,1273070,6.0,80990,251.5,9600,485.5,640,12249.5,320,15018.0,40,230221.6,5,6,17,26,40,41,46,MAF,Mid-Autumn Festival Snowball,中秋金多寶
2018106,18/106,18/09/2018,2018,09,18,106,44773126,19088920,0.5,904080,2.0,46810,103.0,9600,225.5,640,5206.7,320,6032.5,40,87581.9,9,11,18,23,32,48,26,,,
2018105,18/105,15/09/2018,2018,09,15,105,38545605,0,0.0,1888120,1.0,78060,64.5,9600,122.0,640,3248.7,320,3312.5,40,66795.2,4,6,11,33,37,48,41,,,
2018104,18/104,13/09/2018,2018,09,13,104,36315128,0,0.0,1958130,1.0,111100,47.0,9600,107.5,640,2247.5,320,3184.7,40,44383.0,14,20,22,39,41,48,35,,,
2018103,18/103,11/09/2018,2018,09,11,103,95671770,41665410,1.5,498470,8.5,54710,206.5,9600,583.0,640,7966.0,320,13571.4,40,139606.2,31,36,38,45,47,49,37,,,
2018102,18/102,08/09/2018,2018,09,08,102,69596473,0,0.0,1574870,2.0,78490,107.0,9600,259.5,640,6520.5,320,8303.2,40,129641.3,7,9,12,18,41,46,33,,,
2018101,18/101,06/09/2018,2018,09,06,101,61961408,0,0.0,968550,3.0,112290,69.0,9600,267.0,640,5294.0,320,7073.0,40,98937.1,17,26,30,33,38,49,47,,,
2018100,18/100,04/09/2018,2018,09,04,100,57383519,0,0.0,701220,4.0,106850,70.0,9600,219.5,640,4351.3,320,6314.8,40,88143.7,4,5,33,36,44,47,13,,,
2018099,18/099,01/09/2018,2018,09,01,099,45175138,0,0.0,1126340,2.0,81170,74.0,9600,154.5,640,3721.3,320,4163.2,40,67359.0,10,13,20,26,35,45,37,,,
2018098,18/098,30/08/2018,2018,08,30,098,39930583,0,0.0,0,0.0,109350,51.5,9600,127.5,640,2533.0,320,3615.4,40,52196.6,4,15,21,23,44,46,13,,,
2018097,18/097,28/08/2018,2018,08,28,097,37295219,0,0.0,303780,5.0,57450,70.5,9600,215.0,640,4021.4,320,5352.2,40,66536.0,9,18,26,30,36,46,2,,,
2018096,18/096,25/08/2018,2018,08,25,096,43510767,17372290,1.0,0,0.0,108840,49.5,9600,168.0,640,3722.4,320,5333.4,40,74805.6,3,4,19,28,31,48,27,,,
2018095,18/095,23/08/2018,2018,08,23,095,47899633,22621950,0.5,874620,2.5,57730,101.0,9600,202.9,640,4380.4,320,6232.3,40,77537.1,12,14,22,30,38,44,34,,,
2018094,18/094,21/08/2018,2018,08,21,094,44522637,0,0.0,0,0.0,83330,64.5,9600,187.5,640,3877.7,320,6038.7,40,76549.7,3,10,18,28,40,47,4,,,
2018093,18/093,18/08/2018,2018,08,18,093,36081968,0,0.0,1957200,1.0,125760,41.5,9600,83.5,640,2431.0,320,2830.4,40,47064.2,2,14,24,37,42,47,20,,,
2018092,18/092,16/08/2018,2018,08,16,092,42465474,9202840,1.5,1934750,1.0,53180,97.0,9600,161.0,640,4256.4,320,4452.7,40,76568.9,9,13,16,27,29,41,37,,,
2018091,18/091,14/08/2018,2018,08,14,091,38520803,0,0.0,1011740,2.0,63110,85.5,9600,100.5,640,2861.5,320,3520.5,40,51361.0,32,37,38,42,43,49,24,,,
2018090,18/090,11/08/2018,2018,08,11,090,106234298,51333300,1.5,737250,6.0,46990,251.0,9600,611.0,640,11103.0,320,13878.0,40,188676.1,1,11,25,38,47,49,37,,,
2018089,18/089,09/08/2018,2018,08,09,089,88736859,0,0.0,1233410,3.0,52480,188.0,9600,409.0,640,10063.8,320,11697.6,40,167488.0,8,10,11,20,21,34,13,,,
2018088,18/088,07/08/2018,2018,08,07,088,77531707,0,0.0,1982660,2.0,122240,86.5,9600,248.5,640,5776.5,320,7916.4,40,105030.8,4,21,25,39,46,47,12,,,
2018087,18/087,04/08/2018,2018,08,04,087,57867403,0,0.0,0,0.0,97070,82.0,9600,152.5,640,4498.0,320,5141.9,40,84766.9,4,15,23,34,37,48,30,,,
2018086,18/086,02/08/2018,2018,08,02,086,52404823,0,0.0,2273430,0.5,52260,116.0,9600,253.0,640,5140.7,320,7372.4,40,89134.1,3,5,11,34,35,45,28,,,
2018085,18/085,31/07/2018,2018,07,31,085,49808124,0,0.0,2645330,1.0,114700,61.5,9600,157.5,640,3353.0,320,4081.0,40,63819.7,24,27,36,43,44,46,30,,,
2018084,18/084,28/07/2018,2018,07,28,084,49131719,25797520,0.5,987460,2.0,49680,106.0,9600,234.5,640,5596.7,320,7198.1,40,98157.0,5,7,11,26,30,43,17,,,
2018083,18/083,26/07/2018,2018,07,26,083,43847504,0,0.0,0,0.0,129730,48.0,9600,136.0,640,2695.5,320,4340.5,40,53756.6,22,32,37,44,46,49,38,,,
2018082,18/082,24/07/2018,2018,07,24,082,49746773,21063850,0.5,368360,6.0,61390,96.0,9600,276.9,640,4537.4,320,6433.1,40,76267.2,2,16,17,27,32,37,12,,,
2018081,18/081,21/07/2018,2018,07,21,081,41170279,0,0.0,1596690,1.0,23920,178.0,9600,193.5,640,7461.4,320,3732.8,40,67678.2,13,14,15,37,38,44,40,,,
2018080,18/080,19/07/2018,2018,07,19,080,34471808,0,0.0,0,0.0,81900,53.5,9600,138.5,640,2881.2,320,3939.9,40,53555.9,12,16,23,25,40,42,20,,,
2018079,18/079,17/07/2018,2018,07,17,079,153065101,82939250,1.0,1699200,4.5,86210,236.5,9600,539.5,640,11559.2,320,15976.0,40,223700.8,6,10,32,36,41,48,47,SMR,Summer Snowball,暑期金多寶
2018078,18/078,14/07/2018,2018,07,14,078,48689954,0,0.0,699910,3.0,48260,116.0,9600,217.5,640,5407.4,320,5349.5,40,91232.8,7,13,22,27,33,36,45,,,
2018077,18/077,12/07/2018,2018,07,12,077,47050151,0,0.0,308270,4.5,20210,183.0,9600,457.4,640,9192.9,320,10540.8,40,127009.2,1,5,7,8,30,33,22,,,
2018076,18/076,10/07/2018,2018,07,10,076,45354928,0,0.0,1423250,1.5,89650,63.5,9600,175.5,640,3811.0,320,5782.5,40,71930.1,6,8,29,38,41,49,2,,,
2018075,18/075,07/07/2018,2018,07,07,075,32927491,0,0.0,0,0.0,118200,37.5,9600,119.5,640,2337.2,320,3628.0,40,44979.1,8,17,20,26,40,46,19,,,
2018074,18/074,05/07/2018,2018,07,05,074,55411514,17198000,2.0,1364520,2.0,83640,87.0,9600,181.2,640,4508.8,320,5575.7,40,87996.3,1,13,20,34,38,40,29,,,
2018073,18/073,03/07/2018,2018,07,03,073,50608349,0,0.0,2546760,1.0,98420,69.0,9600,176.5,640,3666.5,320,5403.9,40,72517.4,3,21,22,41,45,49,10,,,
2018072,18/072,30/06/2018,2018,06,30,072,42007464,0,0.0,1634120,1.0,31690,137.5,9600,219.5,640,5270.6,320,5825.6,40,84195.8,5,6,16,18,30,32,27,,,
2018071,18/071,28/06/2018,2018,06,28,071,39406627,0,0.0,472180,4.0,71440,70.5,9600,125.5,640,3721.6,320,3723.5,40,66613.4,6,13,23,29,38,45,41,,,
2018070,18/070,26/06/2018,2018,06,26,070,36758876,0,0.0,648870,2.0,48060,72.0,9600,254.0,640,4228.2,320,6497.6,40,77968.3,7,8,12,17,33,42,26,,,
2018069,18/069,23/06/2018,2018,06,23,069,31438747,8000000,1.0,1484890,1.0,78410,50.5,9600,111.5,640,3001.5,320,2704.5,40,56044.8,2,9,16,18,24,46,47,,,
2018068,18/068,21/06/2018,2018,06,21,068,40111452,15061670,1.0,605700,3.0,58030,83.5,9600,172.5,640,3901.2,320,4850.9,40,66071.7,16,23,24,31,33,34,18,,,
2018067,18/067,19/06/2018,2018,06,19,067,32836452,0,0.0,0,0.0,90400,47.5,9600,102.5,640,2695.8,320,3482.9,40,52768.4,2,7,21,31,33,42,24,,,
2018066,18/066,17/06/2018,2018,06,17,066,36416856,8000000,1.0,1432920,1.0,51290,74.5,9600,217.0,640,3984.4,320,5601.9,40,68542.2,1,7,20,21,35,48,22,,,
2018065,18/065,14/06/2018,2018,06,14,065,45839309,20389220,1.0,277480,7.7,79680,71.5,9600,194.0,640,3964.1,320,5711.9,40,71819.1,2,10,24,28,35,39,27,,,
2018064,18/064,12/06/2018,2018,06,12,064,42205621,0,0.0,569440,3.5,48310,110.0,9600,230.5,640,3388.4,320,5115.5,40,54285.5,30,31,34,40,41,42,33,,,
2018063,18/063,09/06/2018,2018,06,09,063,33720272,0,0.0,853450,2.0,115230,39.5,9600,135.5,640,2276.5,320,3602.0,40,44844.1,11,23,35,41,46,49,47,,,
2018062,18/062,07/06/2018,2018,06,07,062,45474002,22308460,1.0,1431870,1.5,79000,72.5,9600,209.5,640,3832.7,320,5273.4,40,66735.6,5,32,34,36,38,43,25,,,
2018061,18/061,05/06/2018,2018,06,05,061,44580299,0,0.0,1021360,2.0,87850,62.0,9600,204.5,640,3534.5,320,6690.6,40,68551.7,6,10,24,34,40,45,9,,,
2018060,18/060,02/06/2018,2018,06,02,060,33133513,0,0.0,0,0.0,120300,38.5,9600,97.7,640,2149.8,320,3446.4,40,43783.5,4,15,30,33,38,41,16,,,
2018059,18/059,31/05/2018,2018,05,31,059,44606628,19705620,1.0,1025320,2.0,88200,62.0,9600,166.5,640,4095.9,320,5235.3,40,79235.7,3,5,28,33,40,49,32,,,
2018058,18/058,29/05/2018,2018,05,29,058,42824104,0,0.0,1851220,1.0,91410,54.0,9600,219.2,640,3549.0,320,7448.6,40,70092.6,3,6,11,22,45,46,1,,,
2018057,18/057,26/05/2018,2018,05,26,057,32063463,0,0.0,1538710,1.0,88240,46.5,9600,125.0,640,2491.4,320,3981.0,40,49330.6,1,12,22,40,42,44,28,,,
2018056,18/056,24/05/2018,2018,05,24,056,50418111,3722560,6.5,52770,9.0,19200,417.2,9600,578.5,640,11353.1,320,10718.9,40,132442.9,4,5,7,11,12,13,18,,,
2018055,18/055,22/05/2018,2018,05,22,055,47892008,0,0.0,2008380,0.5,75960,70.5,9600,215.7,640,5066.4,320,6338.7,40,95165.9,7,12,14,22,31,33,38,,,
2018054,18/054,19/05/2018,2018,05,19,054,39899866,0,0.0,670390,3.0,105160,51.0,9600,164.5,640,2707.6,320,4107.0,40,54641.0,14,23,29,36,37,47,25,,,
2018053,18/053,17/05/2018,2018,05,17,053,35467897,0,0.0,0,0.0,75940,60.0,9600,150.5,640,2853.6,320,3956.5,40,52417.0,3,16,23,30,43,46,26,,,
2018052,18/052,15/05/2018,2018,05,15,052,35243584,8000000,1.0,518890,3.0,69180,60.0,9600,105.0,640,3832.8,320,4004.0,40,72123.0,5,8,9,19,32,44,39,,,
2018051,18/051,13/05/2018,2018,05,13,051,45831918,4279170,3.5,635440,0.5,19200,237.5,9600,234.5,640,8680.5,320,5632.5,40,113570.0,1,6,9,19,21,23,43,,,
2018050,18/050,10/05/2018,2018,05,10,050,39140482,0,0.0,1877040,1.0,87810,57.0,9600,167.7,640,3066.5,320,4759.0,40,57231.1,12,19,25,31,36,49,11,,,
2018049,18/049,08/05/2018,2018,05,08,049,38567396,8000000,0.5,1795690,0.5,112670,42.5,9600,179.0,640,2814.2,320,5764.2,40,57677.5,3,14,18,28,31,40,38,,,
2018048,18/048,05/05/2018,2018,05,05,048,34081871,8000000,1.0,389940,4.0,66540,62.5,9600,195.0,640,2568.0,320,4848.8,40,47756.3,3,24,40,44,45,49,8,,,
2018047,18/047,03/05/2018,2018,05,03,047,57668253,34037480,1.0,885210,3.0,85320,83.0,9600,239.4,640,5654.4,320,6017.9,40,96068.2,12,24,30,31,32,34,41,,,
2018046,18/046,01/05/2018,2018,05,01,046,53566003,0,0.0,510860,3.5,19240,247.7,9600,258.5,640,9483.1,320,6690.5,40,128367.7,1,5,10,20,21,25,43,,,
2018045,18/045,28/04/2018,2018,04,28,045,45168809,0,0.0,2240180,1.0,111660,53.5,9600,188.0,640,3267.9,320,4762.4,40,63982.3,2,15,17,18,21,44,14,,,
2018044,18/044,26/04/2018,2018,04,26,044,41942057,0,0.0,1330180,1.5,83130,64.0,9600,152.0,640,3684.9,320,4393.0,40,70199.4,8,12,20,33,35,45,42,,,
2018043,18/043,24/04/2018,2018,04,24,043,35967154,0,0.0,819210,2.0,71040,61.5,9600,190.0,640,2840.2,320,5072.3,40,53855.4,12,20,21,28,33,41,9,,,
2018042,18/042,22/04/2018,2018,04,22,042,37262668,8000000,1.0,1819260,1.0,116900,41.5,9600,137.5,640,2720.0,320,4640.0,40,56207.2,10,14,28,30,42,44,35,,,
2018041,18/041,19/04/2018,2018,04,19,041,59701923,32329980,1.0,715700,4.0,125150,61.0,9600,274.0,640,4637.0,320,6610.0,40,88819.4,20,21,33,40,45,49,43,,,
2018040,18/040,17/04/2018,2018,04,17,040,80912775,47483090,0.5,232340,9.5,19200,368.5,9600,712.7,640,13620.4,320,14687.5,40,184537.4,3,8,16,22,28,32,24,,,
2018039,18/039,14/04/2018,2018,04,14,039,61591369,0,0.0,670480,4.5,98230,81.9,9600,250.0,640,4777.1,320,6541.8,40,90121.2,12,14,15,36,38,40,42,,,
2018038,18/038,12/04/2018,2018,04,12,038,59196875,0,0.0,676940,3.5,50540,125.0,9600,268.0,640,6941.3,320,8778.3,40,119613.4,1,2,9,11,37,41,18,,,
2018037,18/037,10/04/2018,2018,04,10,037,53744915,0,0.0,2745580,1.0,110930,66.0,9600,155.0,640,4000.0,320,5620.5,40,76537.4,1,15,23,34,43,48,25,,,
2018036,18/036,07/04/2018,2018,04,07,036,43319236,0,0.0,2000140,1.0,86720,61.5,9600,179.0,640,3595.1,320,6274.8,40,67803.5,4,20,23,27,31,43,3,,,
2018035,18/035,05/04/2018,2018,04,05,035,46092385,20929530,0.5,1081310,2.0,73460,78.5,9600,246.0,640,3510.8,320,5639.9,40,65830.0,19,24,29,39,40,42,30,,,
2018034,18/034,03/04/2018,2018,04,03,034,42758595,0,0.0,1073600,2.0,103160,55.5,9600,171.0,640,3300.2,320,4228.7,40,56304.8,21,29,31,41,46,49,36,,,
2018033,18/033,31/03/2018,2018,03,31,033,31938700,0,0.0,704700,2.0,90560,41.5,9600,131.5,640,3286.6,320,3725.8,40,59085.6,9,13,16,18,19,34,21,,,
2018032,18/032,29/03/2018,2018,03,29,032,125802010,32686570,2.0,686010,8.5,78730,197.5,9600,521.5,640,11874.1,320,13065.5,40,210686.0,5,12,24,27,30,47,43,,,
2018031,18/031,24/03/2018,2018,03,24,031,66167891,0,0.0,2847970,1.0,52740,144.0,9600,322.2,640,6500.5,320,9601.5,40,113512.0,12,19,23,28,35,45,6,,,
2018030,18/030,22/03/2018,2018,03,22,030,60309832,0,0.0,1514820,2.0,95610,84.5,9600,186.0,640,4521.2,320,6825.2,40,87722.4,10,18,21,29,33,46,36,,,
2018029,18/029,20/03/2018,2018,03,20,029,55934392,0,0.0,2609470,0.5,80910,86.0,9600,238.0,640,4714.0,320,7049.0,40,88251.8,3,22,27,29,42,45,10,,,
2018028,18/028,17/03/2018,2018,03,17,028,45772652,0,0.0,2287060,1.0,87120,70.0,9600,151.5,640,3485.0,320,4724.0,40,69143.1,4,6,23,33,40,47,30,,,
2018027,18/027,15/03/2018,2018,03,15,027,42687092,0,0.0,1042090,2.0,82330,67.5,9600,180.5,640,3258.4,320,5082.9,40,58437.4,13,16,25,35,38,49,33,,,
2018026,18/026,13/03/2018,2018,03,13,026,40174002,0,0.0,584360,3.0,54350,86.0,9600,203.2,640,3839.2,320,6016.2,40,62942.4,5,16,20,25,34,42,2,,,
2018025,18/025,10/03/2018,2018,03,10,025,45990430,20312760,1.0,637020,3.0,73320,69.5,9600,258.5,640,4376.1,320,7202.0,40,81181.4,7,18,19,26,27,39,2,,,
2018024,18/024,08/03/2018,2018,03,08,024,43406046,0,0.0,1096580,2.0,125770,46.5,9600,149.0,640,2950.0,320,5062.6,40,60841.6,1,6,30,43,44,48,7,,,
2018023,18/023,06/03/2018,2018,03,06,023,37784405,0,0.0,903510,2.0,73010,66.0,9600,160.0,640,2942.6,320,4371.7,40,58675.6,2,11,17,19,35,37,20,,,
2018022,18/022,04/03/2018,2018,03,04,022,54247972,24530570,1.0,768250,2.5,33040,155.0,9600,328.2,640,7744.8,320,7698.5,40,116311.0,6,10,11,23,28,43,21,,,
2018021,18/021,01/03/2018,2018,03,01,021,47674572,0,0.0,2081300,0.5,94870,58.5,9600,254.5,640,4195.2,320,7266.3,40,76081.2,2,14,15,17,18,29,1,,,
2018020,18/020,27/02/2018,2018,02,27,020,55178671,22968230,0.5,1864350,1.5,78910,94.5,9600,190.5,640,4067.5,320,5625.8,40,76920.0,13,24,28,31,41,43,16,,,
2018019,18/019,24/02/2018,2018,02,24,019,42756867,0,0.0,1461910,1.5,125750,46.5,9600,178.5,640,2721.0,320,4532.0,40,52960.0,17,20,34,38,42,45,5,,,
2018018,18/018,22/02/2018,2018,02,22,018,36334791,0,0.0,977220,1.5,54290,72.0,9600,220.0,640,3772.7,320,5675.3,40,63486.6,4,12,19,20,30,39,5,,,
2018017,18/017,20/02/2018,2018,02,20,017,127358051,66777930,1.0,962970,6.5,74010,225.5,9600,502.0,640,9618.0,320,14567.0,40,182035.9,3,5,25,42,43,44,2,CNY,Chinese New Year Snowball,新春金多寶
2018016,18/016,15/02/2018,2018,02,15,016,45187222,0,0.0,1184800,2.0,120360,52.5,9600,151.0,640,2960.2,320,4353.9,40,57599.4,1,19,21,32,43,45,34,,,
2018015,18/015,13/02/2018,2018,02,13,015,37860539,0,0.0,1329120,1.0,37900,93.5,9600,328.4,640,3769.3,320,7795.1,40,66201.4,2,9,18,27,32,42,12,,,
2018014,18/014,11/02/2018,2018,02,11,014,47976374,13798280,1.0,1932760,1.0,58760,87.7,9600,221.5,640,5551.4,320,6584.9,40,99033.9,1,2,9,27,33,45,38,,,
2018013,18/013,08/02/2018,2018,02,08,013,38034160,0,0.0,956200,2.0,76680,66.5,9600,153.0,640,2710.2,320,3810.2,40,52637.9,13,16,22,28,37,41,34,,,
2018012,18/012,06/02/2018,2018,02,06,012,73571643,30183640,1.5,1126540,3.0,62360,144.5,9600,317.2,640,6587.0,320,8192.0,40,127181.8,3,19,26,28,35,48,32,,,
2018011,18/011,03/02/2018,2018,02,03,011,58822754,0,0.0,791470,3.0,65950,96.0,9600,367.0,640,5334.8,320,11488.2,40,93890.1,2,4,12,25,40,49,8,,,
2018010,18/010,01/02/2018,2018,02,01,010,52721204,0,0.0,1347980,2.0,115020,62.5,9600,171.5,640,3670.0,320,5701.2,40,72481.0,20,23,26,29,47,49,39,,,
2018009,18/009,30/01/2018,2018,01,30,009,51095871,0,0.0,435760,4.5,48190,108.5,9600,293.5,640,5907.2,320,7727.6,40,103873.5,4,7,11,12,40,49,25,,,
2018008,18/008,27/01/2018,2018,01,27,008,42332069,0,0.0,2014220,1.0,42220,127.2,9600,108.0,640,4702.9,320,3573.0,40,72827.5,8,17,26,33,43,45,40,,,
2018007,18/007,25/01/2018,2018,01,25,007,39283084,0,0.0,2026460,1.0,120080,45.0,9600,120.5,640,3002.5,320,3410.9,40,54927.1,3,14,23,36,40,47,20,,,
2018006,18/006,23/01/2018,2018,01,23,006,43225448,8000000,1.0,768110,3.0,124130,49.5,9600,134.0,640,2728.4,320,3374.7,40,58692.5,3,20,27,32,37,41,44,,,
2018005,18/005,20/01/2018,2018,01,20,005,137575334,65555960,1.0,434990,13.5,78100,200.5,9600,828.7,640,11536.8,320,22583.1,40,217596.5,2,5,23,24,27,34,8,,,
2018004,18/004,16/01/2018,2018,01,16,004,192735991,95877600,0.5,1606260,6.0,106330,241.7,9600,644.5,640,14818.6,320,20027.9,40,284810.2,2,21,27,30,36,37,4,,,
2018003,18/003,11/01/2018,2018,01,11,003,299282268,133929720,0.5,1486390,10.0,95850,413.5,9600,1177.5,640,21908.5,320,33349.5,40,418039.8,3,29,31,43,47,49,19,,,
2018002,18/002,06/01/2018,2018,01,06,002,164908289,0,0.0,736180,10.0,63380,309.7,9600,772.0,640,16054.0,320,20419.7,40,272438.0,1,12,21,31,36,49,23,,,
2018001,18/001,02/01/2018,2018,01,02,001,145763989,0,0.0,675510,9.5,55650,307.5,9600,706.5,640,13749.7,320,18865.1,40,251983.7,12,18,28,35,39,42,36,SBD,New Year Snowball,新年金多寶
2017153,17/153,30/12/2017,2017,12,30,153,51884092,0,0.0,2290600,0.5,62320,98.0,9600,248.0,640,5087.4,320,6180.7,40,90546.2,1,13,22,25,36,38,37,,,
2017152,17/152,28/12/2017,2017,12,28,152,47308642,0,0.0,1598230,1.5,108350,59.0,9600,195.5,640,3219.8,320,4825.7,40,62549.7,15,17,23,40,44,46,11,,,
2017151,17/151,26/12/2017,2017,12,26,151,37174704,0,0.0,439240,3.5,58150,70.5,9600,219.5,640,3362.3,320,6351.9,40,62996.3,2,7,16,28,30,37,12,,,
2017150,17/150,24/12/2017,2017,12,24,150,50503423,21996370,0.5,1775550,1.5,146430,48.5,9600,150.5,640,3224.2,320,5184.0,40,64826.6,1,16,26,34,39,47,11,,,
2017149,17/149,21/12/2017,2017,12,21,149,40660564,0,0.0,1001060,2.0,90490,59.0,9600,147.5,640,3136.7,320,4405.5,40,61397.2,14,21,22,28,30,47,3,,,
2017148,17/148,19/12/2017,2017,12,19,148,36736854,0,0.0,1609870,1.0,63600,67.5,9600,167.5,640,3754.0,320,4401.2,40,65624.6,3,9,33,38,44,49,24,,,
2017147,17/147,16/12/2017,2017,12,16,147,96228613,15334100,4.2,113710,12.5,19200,689.0,9600,1273.4,640,20737.2,320,21063.9,40,246164.6,1,3,6,9,24,28,36,,,
2017146,17/146,14/12/2017,2017,12,14,146,79279954,0,0.0,856180,4.0,75780,120.5,9600,419.0,640,7370.1,320,11968.4,40,128810.6,7,10,20,25,34,35,8,,,
2017145,17/145,12/12/2017,2017,12,12,145,69595933,0,0.0,3559550,0.5,109100,87.0,9600,241.0,640,4755.5,320,7412.9,40,94380.6,4,15,29,34,38,48,30,,,
2017144,17/144,09/12/2017,2017,12,09,144,53979761,0,0.0,564550,4.5,100360,67.5,9600,201.5,640,4846.4,320,6316.0,40,87005.1,22,24,29,35,38,48,30,,,
2017143,17/143,07/12/2017,2017,12,07,143,50552692,0,0.0,2635980,1.0,114290,61.5,9600,145.0,640,3651.5,320,4510.5,40,70372.6,1,25,34,37,39,47,18,,,
2017142,17/142,05/12/2017,2017,12,05,142,49146647,0,0.0,742330,3.0,72860,81.5,9600,206.0,640,4288.5,320,6578.3,40,84921.7,7,9,14,18,20,44,29,,,
2017141,17/141,02/12/2017,2017,12,02,141,39839676,0,0.0,723270,2.5,73160,65.9,9600,129.5,640,4237.0,320,4005.0,40,75755.5,7,14,19,27,28,38,46,,,
2017140,17/140,30/11/2017,2017,11,30,140,34286494,0,0.0,0,0.0,122680,38.5,9600,100.0,640,2390.0,320,3379.0,40,49190.9,4,10,32,35,38,47,49,,,
2017139,17/139,28/11/2017,2017,11,28,139,35912158,8000000,1.0,572850,2.0,25000,122.2,9600,237.7,640,5168.8,320,6543.3,40,82880.4,6,8,9,23,36,40,19,,,
2017138,17/138,25/11/2017,2017,11,25,138,70198688,53133200,1.0,1381910,2.5,71690,128.5,9600,249.0,640,5415.8,320,7983.2,40,104656.7,5,13,16,28,40,41,2,,,
2017137,17/137,23/11/2017,2017,11,23,137,60479133,0,0.0,2083430,1.5,147490,56.5,9600,198.0,640,4116.7,320,5836.1,40,84021.0,3,4,30,37,39,42,32,,,
2017136,17/136,21/11/2017,2017,11,21,136,55940621,0,0.0,2837040,1.0,119140,63.5,9600,169.5,640,4246.7,320,5409.0,40,83693.4,8,27,30,35,36,43,31,,,
2017135,17/135,18/11/2017,2017,11,18,135,44327263,0,0.0,2285950,1.0,102450,59.5,9600,125.5,640,3311.5,320,3937.0,40,65145.7,19,24,26,30,36,41,43,,,
2017134,17/134,16/11/2017,2017,11,16,134,40617253,0,0.0,0,0.0,106820,52.0,9600,125.5,640,2723.4,320,4607.1,40,56251.9,3,8,20,34,40,46,24,,,
2017133,17/133,14/11/2017,2017,11,14,133,34267931,0,0.0,0,0.0,91130,49.5,9600,113.0,640,2572.7,320,4291.0,40,50159.3,1,15,20,28,33,43,18,,,
2017132,17/132,12/11/2017,2017,11,12,132,45967963,22219080,1.0,2058500,0.5,58080,94.5,9600,209.0,640,4499.4,320,5147.0,40,80224.7,12,16,22,28,36,37,45,,,
2017131,17/131,09/11/2017,2017,11,09,131,40151259,0,0.0,0,0.0,95750,56.0,9600,132.0,640,3207.0,320,4001.5,40,58743.2,3,32,36,46,48,49,29,,,
2017130,17/130,07/11/2017,2017,11,07,130,37342256,0,0.0,888440,2.0,78970,60.0,9600,137.0,640,3099.0,320,4718.5,40,58471.6,3,18,19,35,38,40,48,,,
2017129,17/129,04/11/2017,2017,11,04,129,37018582,13039520,1.0,559940,3.0,47150,95.0,9600,150.5,640,4016.2,320,4187.8,40,58206.1,23,30,32,33,43,44,28,,,
2017128,17/128,02/11/2017,2017,11,02,128,33978346,0,0.0,1729580,1.0,76230,60.5,9600,95.0,640,2589.5,320,3757.0,40,47645.7,5,18,20,32,36,40,7,,,
2017127,17/127,31/10/2017,2017,10,31,127,131663803,29141590,2.0,1352210,5.0,95900,188.0,9600,454.0,640,9465.2,320,11619.5,40,185812.4,21,26,29,35,45,49,41,STE,Halloween Snowball,萬聖節金多寶
2017126,17/126,28/10/2017,2017,10,28,126,32477334,0,0.0,532990,2.5,102990,34.5,9600,180.5,640,3118.7,320,5562.0,40,56684.4,7,16,18,22,26,44,9,,,
